State,County,Total Equip Quantity,Total Cost,Mil Equip Quantity,Total Mil Cost
MI,KENT,1706,162366.63,36.0,73916.49
MI,LAKE,20,237894.0,19.0,127894.0
MI,LAPEER,15,1836.0,15.0,1836.0
MI,LEELANAU,31,13664.0,31.0,13664.0
MI,LENAWEE,997,959061.52,35.0,78019.0
MI,LIVINGSTON,2198,944674.6,66.0,595808.3
MI,MACKINAC,14,87533.0,14.0,87533.0
MI,MACOMB,204,241220.27,187.0,240222.2
MI,MANISTEE,63,48070.14,1.0,47989.0
MI,MARQUETTE,138,150324.84,34.0,141693.0
MI,MASON,11,4045.0,11.0,4045.0
MI,MENOMINEE,23,1512.4,3.0,1497.0
MI,MIDLAND,13,6487.0,13.0,6487.0
MI,MONROE,268,2714484.12,70.0,1015720.54
MI,MONTCALM,4102,97532.71,43.0,17461.0
MI,MUSKEGON,129,931207.87,14.0,905836.0
MI,NEWAYGO,75,945707.83,10.0,876567.0
MI,OAKLAND,44681,5516942.53,991.0,3201815.94
MI,OCEANA,103,3722.93,12.0,2324.0
MI,OGEMAW,830,310388.1,92.0,108318.12
MI,OTSEGO,2,276.0,2.0,276.0
MI,OTTAWA,1773,214050.74,96.0,208330.43
MI,ROSCOMMON,56,38232.59,27.0,36530.0
MI,SAGINAW,1618,1706674.13,55.0,1404344.51
MI,ST CLAIR,13382,6918622.23,65.0,176293.0
MI,ST JOSEPH,2,25138.0,2.0,25138.0
MI,SANILAC,1606,53304.54,14.0,15423.68
MI,SCHOOLCRAFT,3,142365.0,3.0,142365.0
MI,SHIAWASSEE,638,665699.97,5.0,120908.0
MI,TUSCOLA,115,8616.99,25.0,8360.0
MI,VAN BUREN,5298,79265.06999999999,40.0,15989.0
MI,WASHTENAW,51,625745.56,5.0,612760.0
MI,WAYNE,10242,2887886.19,461.0,2130422.92
MI,WEXFORD,11,3269.0,11.0,3269.0
MN,AITKIN,11,2962.0,11.0,2962.0
MN,ANOKA,319,166524.61,200.0,155567.0
MN,BECKER,15,4958.0,15.0,4958.0
MN,BELTRAMI,43,20215.42,41.0,20098.0
MN,BENTON,29,74010.42,27.0,73893.0
MN,BIG STONE,7,1616.0,7.0,1616.0
MN,BLUE EARTH,91,84919.39,82.0,84391.0
MN,BROWN,33,7989.26,27.0,7637.0
MN,CARLTON,27,8991.0,27.0,8991.0
MN,CARVER,22,2149.68,14.0,1680.0
MN,CASS,75,26446.0,75.0,26446.0
MN,CHIPPEWA,19,5751.84,15.0,5517.0
MN,CHISAGO,17,70527.0,17.0,70527.0
MN,CLAY,29,8377.84,25.0,8143.0
MN,CLEARWATER,16,6420.0,16.0,6420.0
MN,COOK,3,1497.0,3.0,1497.0
MN,COTTONWOOD,41,13666.95,35.0,13133.0
MN,CROW WING,337,52307.53,55.0,61799.44
MN,DAKOTA,364,936756.29,97.0,863410.0
MN,DODGE,19,5676.97,12.0,5266.0
MN,DOUGLAS,26,70686.0,26.0,70686.0
MN,FARIBAULT,18,4052.42,16.0,3935.0
MN,FILLMORE,4,234.84,0.0,0.0
MN,GOODHUE,27,127286.0,26.0,125035.0
MN,GRANT,7,2410.0,7.0,2410.0
MN,HENNEPIN,3482,427659.06,399.0,403571.0
MN,HOUSTON,41,5342.44,27.0,4802.0
MN,HUBBARD,27,71830.84,23.0,71596.0
MN,ISANTI,26,9787.42,24.0,9670.0
MN,ITASCA,27,77438.0,25.0,77438.0
MN,JACKSON,7,3493.0,7.0,3493.0
MN,KANABEC,11,4406.0,11.0,4406.0
MN,KANDIYOHI,31,77198.9,31.0,77198.9
MN,KITTSON,6,828.0,6.0,828.0
MN,LAC QUI PARLE,8,3601.0,8.0,3601.0
MN,LAKE,11,3323.0,11.0,3323.0
MN,LAKE OF THE WOODS,18,3496.1,8.0,2909.0
MN,LE SUEUR,37,13653.94,21.0,6418.0
MN,LINCOLN,5,2495.0,5.0,2495.0
MN,LYON,27,100396.26,21.0,100044.0
MN,MAHNOMEN,6,3215.0,6.0,3215.0
MN,MARSHALL,6,2272.0,6.0,2272.0
MN,MARTIN,24,10893.0,24.0,10893.0
MN,MCLEOD,37,14694.42,35.0,14577.0
MN,MEEKER,14,4379.71,13.0,4321.0
MN,MILLE LACS,55,10290.6,25.0,8585.0
MN,MORRISON,126,121508.35,41.0,101625.1
MN,MOWER,20,67340.71,19.0,67282.0
MN,MURRAY,154,49202.34,6.0,2994.0
MN,NICOLLET,38,7776.39,29.0,7248.0
MN,NOBLES,22,8812.0,22.0,8812.0
MN,NORMAN,4,552.0,4.0,552.0
MN,OLMSTED,39,423785.0,39.0,423785.0
MN,OTTER TAIL,22,6918.41,15.0,6384.0
MN,PENNINGTON,6,1911.0,6.0,1911.0
MN,PINE,10,478174.0,10.0,478174.0
MN,PIPESTONE,6,828.0,6.0,828.0
MN,POLK,22,5924.0,22.0,5924.0
MN,POPE,19,4954.97,12.0,4544.0
MN,RAMSEY,2644,2193363.88,1016.0,1256053.13
MN,RED LAKE,11,1966.68,3.0,1497.0
MN,REDWOOD,23,5340.0,23.0,5340.0
MN,RENVILLE,12,3822.0,12.0,3822.0
MN,RICE,9,4491.0,9.0,4491.0
MN,ROSEAU,28,8218.42,26.0,8101.0
MN,ST LOUIS,359,532589.4,127.0,531756.0
MN,SCOTT,29,10831.0,29.0,10831.0
MN,SHERBURNE,34,416275.97000000003,16.0,415875.0
MN,SIBLEY,18,7177.0,18.0,7177.0
MN,STEARNS,111,445721.51,90.0,444180.0
MN,STEELE,25,9587.0,25.0,9587.0
MN,STEVENS,24,4577.1,14.0,3990.0
MN,SWIFT,10,3185.0,10.0,3185.0
MN,TODD,19,56971.0,19.0,56971.0
MN,TRAVERSE,16,2443.55,11.0,2150.0
MN,WABASHA,6,2994.0,6.0,2994.0
MN,WADENA,18,5459.13,15.0,5283.0
MN,WASECA,59,153587.2,39.0,152413.0
MN,WASHINGTON,19,8398.0,19.0,8398.0
MN,WATONWAN,10,2824.0,10.0,2824.0
MN,WILKIN,51,269916.39,8.0,175187.0
MN,WINONA,10,4990.0,10.0,4990.0
MN,WRIGHT,56,678959.13,49.0,674616.0
MN,YELLOW MEDICINE,56,11601.039999999999,32.0,10192.0
MO,AUDRAIN,56,46697.58,32.0,41446.0
MO,BARRY,3,42237.0,2.0,41752.0
MO,BARTON,1,47989.0,1.0,47989.0
MO,BATES,113,880026.35,44.0,842483.0
MO,BENTON,11,26693.51,7.0,25828.0
MO,BOLLINGER,15,27050.9,1.0,25000.0
MO,BOONE,44,110212.0,15.0,95115.0
MO,BUCHANAN,11,70060.0,11.0,70060.0
MO,BUTLER,57,53190.729999999996,1.0,44722.0
MO,CALLAWAY,123,123526.4,10.0,106757.0
MO,CAMDEN,581,329328.67,9.0,141108.16
MO,CAPE GIRARDEAU,5,901967.0,5.0,901967.0
MO,CARROLL,10,328.0,0.0,0.0
MO,CASS,913,878517.14,6.0,859567.0
MO,CEDAR,44,107961.25,16.0,99273.0
MO,CHARITON,9,520.1700000000001,0.0,0.0
MO,CHRISTIAN,93,469786.63,48.0,462575.0
MO,CLARK,3,10.0,0.0,0.0
MO,CLAY,134,60593.21,53.0,13561.0
MO,CLINTON,34,115347.45999999999,7.0,75484.0
MO,COLE,8124,1499055.9,318.0,1124607.0
MO,COOPER,21,78625.05,12.0,77316.0
MO,CRAWFORD,20,18328.43,15.0,18267.0
MO,DADE,1,120.0,1.0,120.0
MO,DALLAS,140,85925.7,14.0,78256.0
MO,DE KALB,9,4800.04,0.0,0.0
MO,DENT,26,2261.94,12.0,1440.0
MO,DUNKLIN,156,892225.34,30.0,880448.0
MO,FRANKLIN,221,760610.53,59.0,523825.0
MO,GASCONADE,7,80889.0,5.0,79689.0
MO,GREENE,68,128441.15,4.0,122989.0
MO,HENRY,1,65070.0,1.0,65070.0
MO,HOWARD,86,85566.74,7.0,67753.0
MO,HOWELL,252,201235.24,7.0,153262.0
MO,IRON,75,117652.62,3.0,113322.0
MO,JACKSON,907,1668594.34,108.0,861384.0
MO,JASPER,777,984001.77,49.0,912655.0
MO,JEFFERSON,90,34527.61,5.0,25498.0
MO,JOHNSON,29,53851.01,5.0,49985.0
MO,KNOX,50,35662.5,1.0,25000.0
MO,LACLEDE,93,45497.02,3.0,33220.0
MO,LAFAYETTE,31,8175.35,0.0,0.0
MO,LAWRENCE,224,197618.05,18.0,154476.0
MO,LEWIS,1,120.0,1.0,120.0
MO,LINCOLN,138,321729.34,29.0,302182.0
MO,LINN,22,30768.260000000002,2.0,25138.0
MO,MACON,1,10.0,0.0,0.0
MO,MADISON,2,50000.0,2.0,50000.0
MO,MARIES,113,35029.41,1.0,25000.0
MO,MARION,20,10.0,0.0,0.0
MO,MCDONALD,676,386163.73,69.0,430405.42
MO,MILLER,118,30488.32,15.0,6763.0
MO,MISSISSIPPI,7,213406.09,0.0,0.0
MO,MONITEAU,25,54275.0,2.0,49788.0
MO,MONTGOMERY,4,1370.87,0.0,0.0
MO,MORGAN,449,1068279.33,31.0,992043.0
MO,NEW MADRID,22,296021.83,4.0,81209.0
MO,NEWTON,12,50968.56,6.0,48589.0
MO,OREGON,17,50212.6,4.0,49486.0
MO,OSAGE,100,51750.46,1.0,47455.0
MO,OZARK,37,6407.169999999999,0.0,0.0
MO,PEMISCOT,40,260347.49,2.0,50000.0
MO,PETTIS,834,429419.31,40.0,87796.0
MO,PHELPS,35,51072.67,5.0,35032.0
MO,PIKE,29,218962.0,20.0,6516.0
MO,PLATTE,18,4546.62,0.0,0.0
MO,POLK,3,27022.0,1.0,25000.0
MO,PULASKI,144,148209.93,9.0,85637.0
MO,PUTNAM,1,25000.0,1.0,25000.0
MO,RALLS,11,57760.83,1.0,47989.0
MO,RANDOLPH,1,1009.73,0.0,0.0
MO,RAY,100,97789.2,3.0,75000.0
MO,RIPLEY,2,381634.0,2.0,381634.0
MO,ST CHARLES,84,72153.01000000001,8.0,34993.0
MO,ST CLAIR,7,113613.93,2.0,95444.0
MO,ST FRANCOIS,148,319795.5,8.0,289543.0
MO,ST LOUIS,243,600861.07,24.0,469068.0
MO,ST LOUIS CITY,1,10000.0,0.0,0.0
MO,STE GENEVIEVE,1,25000.0,1.0,25000.0
MO,SALINE,105,111156.36,36.0,97535.0
MO,SCHUYLER,2,687.0,0.0,0.0
MO,SCOTLAND,4,6522.0,1.0,4110.0
MO,SCOTT,101,27738.56,4.0,25290.0
MO,SHANNON,29,27511.850000000002,0.0,0.0
MO,STODDARD,386,90822.06,26.0,65827.0
MO,STONE,179,59671.270000000004,1.0,47989.0
MO,TANEY,68,33934.08,20.0,28850.0
MO,VERNON,73,46480.55,6.0,34717.0
MO,WARREN,23,6519.91,3.0,414.0
MO,WASHINGTON,1,41253.0,1.0,41253.0
MO,WAYNE,9,1861.93,0.0,0.0
MO,WEBSTER,157,142233.44,8.0,129291.0
MO,WRIGHT,8,3234.0,8.0,3234.0
MS,ADAMS,17,100274.0,17.0,100274.0
MS,ALCORN,11,3684.0,11.0,3684.0
MS,ATTALA,14,3376.0,14.0,3376.0
MS,BOLIVAR,6,2994.0,6.0,2994.0
MS,CALHOUN,8,1014.0,8.0,1014.0
MS,CARROLL,2,117.42,0.0,0.0
MS,CLAY,4,1996.0,4.0,1996.0
MS,COAHOMA,13,4682.0,13.0,4682.0
MS,COPIAH,9,3408.0,9.0,3408.0
MS,DE SOTO,87,237103.69,52.0,219528.0
MS,FORREST,24,6886.0,24.0,6886.0
MS,GEORGE,2,155044.0,2.0,155044.0
MS,GREENE,14,3015.0,14.0,3015.0
MS,GRENADA,21,9035.0,21.0,9035.0
MS,HANCOCK,14,3376.0,14.0,3376.0
MS,HARRISON,473,244021.66,118.0,164928.0
MS,HINDS,192,130773.7,131.0,26602.0
MS,ITAWAMBA,2,998.0,2.0,998.0
MS,JACKSON,30,297079.0,30.0,297079.0
MS,JASPER,16,3598.0,16.0,3598.0
MS,JEFFERSON DAVIS,2,240.0,2.0,240.0
MS,JONES,6,828.0,6.0,828.0
MS,KEMPER,1,138.0,1.0,138.0
MS,LAFAYETTE,33,9458.0,33.0,9458.0
MS,LAUDERDALE,37,13770.0,37.0,13770.0
MS,LEAKE,4,552.0,4.0,552.0
MS,LEE,65,16073.75,57.0,15502.0
MS,LEFLORE,10,3546.0,10.0,3546.0
MS,LOWNDES,25,4353.0,25.0,4353.0
MS,MADISON,44,13007.68,36.0,12538.0
MS,MARSHALL,10,3907.0,10.0,3907.0
MS,MONROE,2,276.0,2.0,276.0
MS,MONTGOMERY,2,998.0,2.0,998.0
MS,NESHOBA,6,1911.0,6.0,1911.0
MS,NEWTON,3,739.0,3.0,739.0
MS,NOXUBEE,2,276.0,2.0,276.0
MS,OKTIBBEHA,26,11891.0,26.0,11891.0
MS,PIKE,12,3822.0,12.0,3822.0
MS,PONTOTOC,3,414.0,3.0,414.0
MS,PRENTISS,11,3323.0,11.0,3323.0
MS,RANKIN,1135,436907.28,39.0,13974.0
MS,SCOTT,3,1497.0,3.0,1497.0
MS,SIMPSON,3,1497.0,3.0,1497.0
MS,SMITH,5,1394.0,5.0,1394.0
MS,SUNFLOWER,20,2760.0,20.0,2760.0
MS,TALLAHATCHIE,2,276.0,2.0,276.0
MS,TATE,10,3907.0,10.0,3907.0
MS,TISHOMINGO,1,138.0,1.0,138.0
MS,UNION,1,499.0,1.0,499.0
MS,WASHINGTON,6,828.0,6.0,828.0
MS,WAYNE,11,1518.0,11.0,1518.0
MS,WINSTON,4,552.0,4.0,552.0
MS,YALOBUSHA,4,1274.0,4.0,1274.0
MT,BEAVERHEAD,22,3123.6800000000003,14.0,2654.0
MT,BIG HORN,5,690.0,5.0,690.0
MT,BLAINE,1567,257488.95,17.0,61869.41
MT,BROADWATER,9,1242.0,9.0,1242.0
MT,CARBON,5,2068.15,2.0,637.0
MT,CARTER,2,276.0,2.0,276.0
MT,CASCADE,134,179784.3,84.0,48692.41
MT,CHOUTEAU,8,2548.0,8.0,2548.0
MT,CUSTER,7,433340.0,0.0,0.0
MT,DANIELS,5,137919.0,3.0,414.0
MT,DEER LODGE,719,2090007.26,0.0,0.0
MT,FALLON,16,3947.55,11.0,3654.0
MT,FERGUS,5,1773.0,5.0,1773.0
MT,FLATHEAD,59,712935.0,59.0,712935.0
MT,GALLATIN,84,13386.720000000001,52.0,11508.0
MT,GARFIELD,5,813.13,2.0,637.0
MT,GLACIER,28,89861.94,14.0,89040.0
MT,GOLDEN VALLEY,5,690.0,5.0,690.0
MT,GRANITE,3,1497.0,3.0,1497.0
MT,HILL,18,3654.68,10.0,3185.0
MT,JUDITH BASIN,1,499.0,1.0,499.0
MT,LAKE,2,998.0,2.0,998.0
MT,LEWIS AND CLARK,512,74703.15,275.0,46975.0
MT,LINCOLN,36,102129.81,13.0,101019.0
MT,MCCONE,25,377210.41000000003,1.0,25000.0
MT,MEAGHER,277,150591.34,20.0,61955.46
MT,MISSOULA,45,29230.0,38.0,14630.0
MT,MUSSELSHELL,14,1737.97,7.0,1327.0
MT,PARK,7,966.0,7.0,966.0
MT,PETROLEUM,24,28423.26,8.0,25966.0
MT,PHILLIPS,2,276.0,2.0,276.0
MT,PONDERA,8,3992.0,8.0,3992.0
MT,POWDER RIVER,58,106799.35,5.0,95324.0
MT,POWELL,207,1099233.71,30.0,10275.0
MT,PRAIRIE,8,26811.13,5.0,26635.0
MT,RICHLAND,17,2151.9700000000003,10.0,1741.0
MT,ROOSEVELT,56,1404541.06,9.0,58514.41
MT,SANDERS,97,83806.95,7.0,47897.0
MT,SHERIDAN,8,1068.55,3.0,775.0
MT,SWEET GRASS,11,181391.26,5.0,181039.0
MT,TETON,16,2040.24,4.0,1274.0
MT,TOOLE,31,77010.09,3.0,25998.0
MT,VALLEY,146,1107731.83,18.0,17338.23
MT,WHEATLAND,13,18497.18,1.0,18054.18
MT,YELLOWSTONE,13,921.81,2.0,276.0
NC,ALAMANCE,20,7814.0,20.0,7814.0
NC,ALEXANDER,4,1274.0,4.0,1274.0
NC,ANSON,13,3850.0,9.0,3408.0
NC,ASHE,2,64052.0,1.0,25000.0
NC,AVERY,25,2735.68,16.0,1938.0
NC,BEAUFORT,118,40284.42,21.0,30047.0
NC,BERTIE,2,196.71,1.0,138.0
NC,BLADEN,4,40549.0,4.0,40549.0
NC,BRUNSWICK,51,591081.94,30.0,512703.1
NC,BUNCOMBE,1155,107811.12,47.0,81988.0
NC,BURKE,62,18236.82,50.0,17532.3
NC,CABARRUS,39,305106.0,39.0,305106.0
NC,CALDWELL,57,211724.17,30.0,210139.0
NC,CAMDEN,5,293.55,0.0,0.0
NC,CARTERET,12,29684.0,11.0,1518.0
NC,CASWELL,7,4589.0,6.0,3773.0
NC,CATAWBA,31,10966.0,30.0,10638.0
NC,CHATHAM,8,575.75,3.0,282.2
NC,CHEROKEE,1533,1697231.75,51.0,1330838.69
NC,CHOWAN,20,65056.0,16.0,7984.0
NC,CLAY,1248,94347.12,1.0,47455.0
NC,CLEVELAND,30,13088.0,30.0,13088.0
NC,COLUMBUS,41,111537.43,9.0,39772.0
NC,CRAVEN,229,52318.64,45.0,45449.1
NC,CUMBERLAND,373,535845.42,116.0,348345.0
NC,CURRITUCK,5288,1316160.6600000001,9.0,1021718.0
NC,DARE,1393,1282228.59,17.0,423592.0
NC,DAVIDSON,32,306903.0,31.0,306575.0
NC,DAVIE,22,9534.0,22.0,9534.0
NC,DUPLIN,15,1999.1,5.0,1412.0
NC,DURHAM,96,42850.0,96.0,42850.0
NC,EDGECOMBE,8,866.13,5.0,690.0
NC,FORSYTH,582,89066.63,15.0,65546.42
NC,FRANKLIN,37,3810.3,7.0,2049.0
NC,GASTON,155,55641.17,123.0,53728.0
NC,GRAHAM,5,293.55,0.0,0.0
NC,GRANVILLE,17,249507.55,12.0,249214.0
NC,GREENE,5,2495.0,5.0,2495.0
NC,GUILFORD,176,22345.43,59.0,21084.0
NC,HALIFAX,946,1210927.32,32.0,974119.2
NC,HARNETT,1677,851200.27,15.0,742415.42
NC,HAYWOOD,25,88349.0,25.0,88349.0
NC,HENDERSON,8,2921.0,7.0,2771.0
NC,HERTFORD,145,209476.53,20.0,202785.0
NC,HYDE,1,41253.0,1.0,41253.0
NC,IREDELL,26,11169.0,26.0,11169.0
NC,JACKSON,44,16362.68,26.0,12613.0
NC,JOHNSTON,20,4739.39,9.0,3769.0
NC,JONES,2402,514416.47,10.0,334274.0
NC,LEE,7,3493.0,7.0,3493.0
NC,LENOIR,15,4086.0,15.0,4086.0
NC,LINCOLN,6,1550.0,6.0,1550.0
NC,MACON,14,880.0,4.0,552.0
NC,MADISON,9,528.39,0.0,0.0
NC,MARTIN,19,1397.68,5.0,600.0
NC,MCDOWELL,24,9720.0,24.0,9720.0
NC,MECKLENBURG,45,15396.0,41.0,14954.0
NC,MITCHELL,10,3185.0,10.0,3185.0
NC,MONTGOMERY,26,7690.52,14.0,6986.0
NC,MOORE,1547,381520.86,40.0,48166.0
NC,NASH,5,600.42,2.0,276.0
NC,NEW HANOVER,786,1103172.8,141.0,619452.0
NC,NORTHAMPTON,151,120074.42,8.0,27705.1
NC,ONSLOW,32,3502.51,16.0,2208.0
NC,ORANGE,56,370181.03,25.0,368106.0
NC,PAMLICO,9,1384.42,7.0,1267.0
NC,PASQUOTANK,23,50731.58,4.0,48591.0
NC,PENDER,14,2444.0,14.0,2444.0
NC,PERSON,14,5542.0,14.0,5542.0
NC,PITT,8423,981443.41,61.0,283635.0
NC,POLK,20,4256.23,7.0,3493.0
NC,RANDOLPH,35,33721.0,35.0,33721.0
NC,RICHMOND,11,3546.0,10.0,3546.0
NC,ROBESON,30,131977.94,26.0,131743.1
NC,ROCKINGHAM,53,27471.81,40.0,19960.0
NC,ROWAN,142,27515.61,53.0,26082.0
NC,RUTHERFORD,41,100619.33,18.0,99269.0
NC,SAMPSON,16,5818.0,16.0,5818.0
NC,SCOTLAND,7,3493.0,7.0,3493.0
NC,STANLY,179,292567.02,30.0,202388.0
NC,STOKES,32,3713.91,11.0,2481.0
NC,SURRY,44,13716.44,32.0,12882.3
NC,SWAIN,6,352.26,0.0,0.0
NC,TRANSYLVANIA,10,4990.0,10.0,4990.0
NC,UNION,40,82574.39,29.0,79484.0
NC,VANCE,18,8982.0,18.0,8982.0
NC,WAKE,2498,1444656.64,99.0,959328.0
NC,WARREN,8,628.26,2.0,276.0
NC,WATAUGA,32,6239.8099999999995,21.0,5594.0
NC,WAYNE,1029,1353944.46,20.0,193331.0
NC,WILKES,60,14600.75,35.0,13133.0
NC,WILSON,1,499.0,1.0,499.0
NC,YADKIN,4,1274.0,4.0,1274.0
NC,YANCEY,6,828.0,6.0,828.0
ND,ADAMS,1,138.0,1.0,138.0
ND,BARNES,40,10260.34,23.0,8950.0
ND,BILLINGS,2,276.0,2.0,276.0
ND,BOTTINEAU,21,3476.0,21.0,3476.0
ND,BOWMAN,3,757.0,3.0,757.0
ND,BURKE,8,600.0,5.0,600.0
ND,BURLEIGH,622,129644.74,360.0,107338.0
ND,CASS,74,22668.0,74.0,22668.0
ND,CAVALIER,3,414.0,3.0,414.0
ND,DICKEY,6,1123.0,6.0,1123.0
ND,DIVIDE,47,1178619.81,7.0,370642.0
ND,DUNN,17,40768.0,17.0,40768.0
ND,EDDY,1,108.0,1.0,108.0
ND,EMMONS,12,80306.0,2.0,619.0
ND,FOSTER,6,13985.95,6.0,13985.95
ND,GOLDEN VALLEY,6,1490.0,6.0,1490.0
ND,GRAND FORKS,21,31433.0,21.0,31433.0
ND,GRANT,6,164765.0,5.0,25895.0
ND,GRIGGS,5,618.0,5.0,618.0
ND,HETTINGER,6,26755.0,6.0,26755.0
ND,KIDDER,1,138.0,1.0,138.0
ND,LAMOURE,6,738.0,6.0,738.0
ND,LOGAN,4,516.0,4.0,516.0
ND,MCHENRY,36,793479.11,9.0,1206.0
ND,MCINTOSH,2,258.0,2.0,258.0
ND,MCKENZIE,6,1550.0,6.0,1550.0
ND,MCLEAN,19,30192.0,19.0,30192.0
ND,MERCER,22,50653.0,22.0,50653.0
ND,MORTON,31,10271.0,31.0,10271.0
ND,MOUNTRAIL,14,1896.0,14.0,1896.0
ND,NELSON,6,756.0,6.0,756.0
ND,PEMBINA,31,51498.1,13.0,51089.0
ND,PIERCE,2,619.0,2.0,619.0
ND,RAMSEY,15,1962.0,15.0,1962.0
ND,RANSOM,6,1550.0,6.0,1550.0
ND,RENVILLE,8,1032.0,8.0,1032.0
ND,RICHLAND,20,6298.0,20.0,6298.0
ND,ROLETTE,1,138.0,1.0,138.0
ND,SARGENT,3,360.0,3.0,360.0
ND,SHERIDAN,2,276.0,2.0,276.0
ND,STARK,49,9850.0,49.0,9850.0
ND,STEELE,1,499.0,1.0,499.0
ND,STUTSMAN,22,895798.39,12.0,684380.0
ND,TOWNER,9,121266.0,9.0,121266.0
ND,TRAILL,4,1214.0,4.0,1214.0
ND,WALSH,147,56338.19,32.0,51907.0
ND,WARD,196,75643.46,66.0,17286.0
ND,WELLS,4,534.0,4.0,534.0
ND,WILLIAMS,26,4942.0,26.0,4942.0
NE,ADAMS,6,828.0,6.0,828.0
NE,BUFFALO,8,3992.0,8.0,3992.0
NE,BURT,11,5099.0,10.0,1976.0
NE,BUTLER,1,138.0,1.0,138.0
NE,CASS,37,16189.0,37.0,16189.0
NE,CHASE,4,480.0,4.0,480.0
NE,COLFAX,8,978.0,8.0,978.0
NE,DAKOTA,101,53262.46,2.0,998.0
NE,DAWES,7,840.0,7.0,840.0
NE,DAWSON,12,1656.0,12.0,1656.0
NE,DIXON,5,2495.0,5.0,2495.0
NE,DODGE,7,966.0,7.0,966.0
NE,DOUGLAS,2406,4808898.84,630.0,4774859.0
NE,FILLMORE,7,1598.0,7.0,1598.0
NE,GAGE,4,552.0,4.0,552.0
NE,GREELEY,3,414.0,3.0,414.0
NE,HALL,181,5863.49,12.0,3682.0
NE,HOLT,8,1385.71,7.0,1327.0
NE,HOWARD,2,619.0,2.0,619.0
NE,JEFFERSON,4,1274.0,4.0,1274.0
NE,KEITH,5,1376.0,5.0,1376.0
NE,KIMBALL,3,17550.0,0.0,0.0
NE,LANCASTER,18,440400.0,18.0,440400.0
NE,MADISON,11,4988.0,11.0,4988.0
NE,MCPHERSON,1,499.0,1.0,499.0
NE,NANCE,4,895.0,4.0,895.0
NE,NEMAHA,3,1136.0,3.0,1136.0
NE,NUCKOLLS,2,998.0,2.0,998.0
NE,POLK,6,1550.0,6.0,1550.0
NE,RED WILLOW,4,552.0,4.0,552.0
NE,SARPY,7,47789.0,7.0,47789.0
NE,SAUNDERS,1,499.0,1.0,499.0
NE,THURSTON,4,1996.0,4.0,1996.0
NE,WHEELER,1,120.0,1.0,120.0
NE,YORK,5,1737.0,5.0,1737.0
NH,BELKNAP,68,721342.65,35.0,130860.0
NH,CARROLL,39,121700.1,21.0,91498.0
NH,CHESHIRE,10,2102.0,10.0,2102.0
NH,COOS,634,80500.53,33.0,62942.69
NH,GRAFTON,231,431407.79000000004,43.0,111882.58
NH,HILLSBOROUGH,109,197982.09,104.0,74216.0
NH,MERRIMACK,347,1011259.73,96.0,254040.15
NH,ROCKINGHAM,3539,5791839.2,139.0,964595.74
NH,STRAFFORD,64,433038.78,44.0,103974.0
NH,SULLIVAN,16,4374.0,16.0,4374.0
NJ,ATLANTIC,643,12499.38,36.0,9661.0
NJ,BERGEN,78,358097.51999999996,43.0,156552.0
NJ,BURLINGTON,238,286938.66000000003,56.0,111192.0
NJ,CAMDEN,62,21191.0,62.0,21191.0
NJ,CAPE MAY,548,3100953.07,28.0,1168657.0
NJ,CUMBERLAND,14,6264.0,14.0,6264.0
NJ,ESSEX,8563,2864312.67,300.0,1355481.42
NJ,GLOUCESTER,18,2484.0,18.0,2484.0
NJ,HUDSON,189,87452.0,189.0,87452.0
NJ,HUNTERDON,21,10479.0,21.0,10479.0
NJ,MERCER,47,10818.0,47.0,10818.0
NJ,MIDDLESEX,37,37188.0,37.0,37188.0
NJ,MONMOUTH,3372,12753645.28,175.0,2899697.12
NJ,MORRIS,89,92737.0,89.0,92737.0
NJ,OCEAN,6892,4129449.86,159.0,1980599.1
NJ,PASSAIC,61,173829.0,59.0,24929.0
NJ,SALEM,5,690.0,5.0,690.0
NJ,UNION,36,6984.0,36.0,6984.0
NM,BERNALILLO,1496,3419086.15,294.0,3116954.15
NM,CATRON,1333,804505.85,2.0,276.0
NM,CHAVES,4,830069.0,4.0,830069.0
NM,CIBOLA,76,715934.75,2.0,683000.0
NM,COLFAX,27,1229.82,0.0,0.0
NM,CURRY,2,467500.0,2.0,467500.0
NM,DONA ANA,324,1435619.87,49.0,1160408.69
NM,EDDY,2,743000.0,1.0,733000.0
NM,GRANT,1,65070.0,1.0,65070.0
NM,GUADALUPE,2,152648.0,1.0,41253.0
NM,HARDING,52,41.99,0.0,0.0
NM,LEA,175,898227.63,6.0,867685.0
NM,LINCOLN,9,1108648.0,3.0,783000.0
NM,LUNA,5,733552.0,5.0,733552.0
NM,MCKINLEY,44,791436.17,2.0,780989.0
NM,OTERO,59,537499.54,2.0,459069.0
NM,RIO ARRIBA,105,1221092.0,9.0,1088804.0
NM,ROOSEVELT,100,462995.48,4.0,122989.0
NM,SAN JUAN,1292,2926969.88,8.0,2760649.0
NM,SAN MIGUEL,2,25676.0,0.0,0.0
NM,SANDOVAL,52,812655.46,1.0,733000.0
NM,SANTA FE,1975,3812027.97,44.0,2120572.0
NM,SIERRA,30,46286.92,6.0,45427.1
NM,TAOS,243,215620.51,0.0,0.0
NM,TORRANCE,126,289308.55,4.0,119722.0
NM,UNION,1968,618645.4,10.0,77870.69
NM,VALENCIA,73,1761155.4,14.0,1719781.0
NV,CARSON CITY,44,748563.71,31.0,747970.0
NV,CHURCHILL,3,87058.0,2.0,78104.0
NV,CLARK,3454,1575203.37,71.0,539077.0
