State,County,Ship Date,Mil Equip Quantity,Total Mil Cost
OH,MEDINA,2006-03-08 00:00:00,9,4491.0
OH,MEDINA,2006-10-11 00:00:00,1,499.0
OH,MEDINA,2006-11-27 00:00:00,2,998.0
OH,MEDINA,2006-12-07 00:00:00,26,8642.0
OH,MEDINA,2010-08-03 00:00:00,1,138.0
OH,MEDINA,2010-10-28 00:00:00,2,240.0
OH,MEDINA,2010-12-15 00:00:00,1,120.0
OH,MEDINA,2011-09-07 00:00:00,1,47989.0
OH,MEDINA,2011-09-08 00:00:00,1,25000.0
OH,MEDINA,2012-06-12 00:00:00,1,25000.0
OH,MEDINA,2012-11-21 00:00:00,2,280.8
OH,MEDINA,2012-12-04 00:00:00,6,720.0
OH,MEDINA,2013-03-19 00:00:00,5,600.0
OH,MEDINA,2014-03-20 00:00:00,2,119124.0
OH,MEIGS,2010-12-15 00:00:00,1,120.0
OH,MEIGS,2012-10-26 00:00:00,2,50000.0
OH,MEIGS,2013-10-02 00:00:00,2,83774.0
OH,MERCER,2010-05-05 00:00:00,1,138.0
OH,MERCER,2010-08-02 00:00:00,2,240.0
OH,MERCER,2011-12-29 00:00:00,2,4416.0
OH,MERCER,2012-01-17 00:00:00,11,5489.0
OH,MERCER,2012-03-17 00:00:00,5,826.0
OH,MIAMI,2006-11-28 00:00:00,2,998.0
OH,MIAMI,2006-12-07 00:00:00,12,5988.0
OH,MIAMI,2008-05-05 00:00:00,2,216.0
OH,MIAMI,2013-05-08 00:00:00,1,138.0
OH,MONROE,2006-12-07 00:00:00,2,276.0
OH,MONTGOMERY,2006-04-11 00:00:00,4,1996.0
OH,MONTGOMERY,2006-08-14 00:00:00,12,5988.0
OH,MONTGOMERY,2006-11-28 00:00:00,5,2495.0
OH,MONTGOMERY,2006-12-05 00:00:00,26,12974.0
OH,MONTGOMERY,2006-12-07 00:00:00,12,5988.0
OH,MONTGOMERY,2006-12-11 00:00:00,5,2495.0
OH,MONTGOMERY,2007-09-17 00:00:00,5,2495.0
OH,MONTGOMERY,2008-05-27 00:00:00,3,1497.0
OH,MONTGOMERY,2009-05-06 00:00:00,4,1996.0
OH,MONTGOMERY,2010-06-10 00:00:00,2,240.0
OH,MONTGOMERY,2010-08-02 00:00:00,1,120.0
OH,MONTGOMERY,2010-10-29 00:00:00,4,480.0
OH,MONTGOMERY,2011-05-04 00:00:00,20,2400.0
OH,MONTGOMERY,2011-08-23 00:00:00,8,3992.0
OH,MONTGOMERY,2011-11-16 00:00:00,12,5988.0
OH,MONTGOMERY,2012-06-22 00:00:00,5,600.0
OH,MONTGOMERY,2012-11-30 00:00:00,10,1200.0
OH,MONTGOMERY,2013-03-08 00:00:00,58,6960.0
OH,MONTGOMERY,2013-05-08 00:00:00,1,138.0
OH,MORROW,2012-12-17 00:00:00,3,1497.0
OH,MUSKINGUM,2006-08-14 00:00:00,2,998.0
OH,MUSKINGUM,2006-12-07 00:00:00,10,4990.0
OH,MUSKINGUM,2007-09-17 00:00:00,1,499.0
OH,MUSKINGUM,2012-04-13 00:00:00,2,240.0
OH,MUSKINGUM,2012-12-04 00:00:00,1,138.0
OH,NOBLE,2006-11-30 00:00:00,3,1497.0
OH,NOBLE,2012-04-23 00:00:00,7,840.0
OH,OTTAWA,2006-11-28 00:00:00,13,1794.0
OH,OTTAWA,2006-12-07 00:00:00,6,828.0
OH,OTTAWA,2008-05-06 00:00:00,6,828.0
OH,OTTAWA,2011-03-04 00:00:00,1,499.0
OH,OTTAWA,2011-04-08 00:00:00,1,47455.0
OH,OTTAWA,2011-04-26 00:00:00,10,85350.0
OH,OTTAWA,2011-11-16 00:00:00,15,1800.0
OH,OTTAWA,2011-12-06 00:00:00,2,82506.0
OH,OTTAWA,2012-04-16 00:00:00,4,1996.0
OH,OTTAWA,2012-06-04 00:00:00,1,47989.0
OH,OTTAWA,2013-03-27 00:00:00,5,2495.0
OH,PAULDING,2010-10-28 00:00:00,3,360.0
OH,PERRY,2006-07-25 00:00:00,1,499.0
OH,PERRY,2006-11-28 00:00:00,2,276.0
OH,PERRY,2006-12-05 00:00:00,2,276.0
OH,PERRY,2006-12-07 00:00:00,2,998.0
OH,PERRY,2012-04-03 00:00:00,1,25000.0
OH,PERRY,2012-04-06 00:00:00,1,0.0
OH,PERRY,2012-08-31 00:00:00,1,25000.0
OH,PICKAWAY,2006-06-13 00:00:00,3,414.0
OH,PICKAWAY,2006-12-08 00:00:00,25,12475.0
OH,PICKAWAY,2006-12-11 00:00:00,5,2495.0
OH,PICKAWAY,2010-01-04 00:00:00,1,499.0
OH,PICKAWAY,2010-01-22 00:00:00,3,414.0
OH,PICKAWAY,2010-08-02 00:00:00,2,240.0
OH,PICKAWAY,2011-12-03 00:00:00,1,442.0
OH,PICKAWAY,2011-12-19 00:00:00,6,884.0
OH,PICKAWAY,2012-04-02 00:00:00,2,0.0
OH,PICKAWAY,2012-04-03 00:00:00,2,0.0
OH,PICKAWAY,2013-02-22 00:00:00,2,240.0
OH,PICKAWAY,2013-02-26 00:00:00,1,55500.0
OH,PICKAWAY,2013-08-14 00:00:00,1,47069.0
OH,PICKAWAY,2013-08-19 00:00:00,1,72953.0
OH,PICKAWAY,2013-09-16 00:00:00,1,658000.0
OH,PICKAWAY,2013-11-15 00:00:00,40,26.6
OH,PICKAWAY,2014-01-22 14:11:29,2,442.0
OH,PIKE,2006-12-08 00:00:00,3,1497.0
OH,PIKE,2010-09-14 00:00:00,1,47455.0
OH,PIKE,2011-02-25 00:00:00,3,360.0
OH,PORTAGE,2006-08-07 00:00:00,40,12740.0
OH,PORTAGE,2006-12-05 00:00:00,4,1996.0
OH,PORTAGE,2006-12-08 00:00:00,3,414.0
OH,PORTAGE,2006-12-11 00:00:00,4,1996.0
OH,PORTAGE,2008-05-23 00:00:00,8,3992.0
OH,PORTAGE,2009-01-23 00:00:00,2,998.0
OH,PORTAGE,2009-01-26 00:00:00,2,998.0
OH,PORTAGE,2010-08-02 00:00:00,3,360.0
OH,PORTAGE,2010-10-12 00:00:00,1,244844.0
OH,PORTAGE,2011-11-17 00:00:00,3,75000.0
OH,PORTAGE,2012-01-06 00:00:00,1,25000.0
OH,PORTAGE,2012-02-29 00:00:00,10,4990.0
OH,PORTAGE,2012-07-03 00:00:00,6,720.0
OH,PREBLE,2006-12-04 00:00:00,3,1497.0
OH,PREBLE,2010-12-15 00:00:00,1,120.0
OH,PREBLE,2011-04-16 00:00:00,2,258.0
OH,PREBLE,2013-04-04 00:00:00,4,552.0
OH,PUTNAM,2006-11-30 00:00:00,2,276.0
OH,PUTNAM,2006-12-05 00:00:00,1,499.0
OH,PUTNAM,2006-12-08 00:00:00,12,5988.0
OH,PUTNAM,2010-08-02 00:00:00,2,240.0
OH,PUTNAM,2012-04-13 00:00:00,4,480.0
OH,PUTNAM,2012-10-24 00:00:00,2,50000.0
OH,PUTNAM,2013-01-24 00:00:00,1,25000.0
OH,PUTNAM,2013-04-17 00:00:00,2,442.0
OH,RICHLAND,2006-08-14 00:00:00,22,7007.0
OH,RICHLAND,2006-12-06 00:00:00,12,5988.0
OH,RICHLAND,2006-12-07 00:00:00,4,1996.0
OH,RICHLAND,2006-12-11 00:00:00,4,1996.0
OH,RICHLAND,2008-05-27 00:00:00,4,1635.0
OH,RICHLAND,2012-04-16 00:00:00,16,7984.0
OH,ROSS,2011-03-08 00:00:00,15,1800.0
OH,SANDUSKY,2006-12-04 00:00:00,7,3493.0
OH,SANDUSKY,2006-12-11 00:00:00,8,1104.0
OH,SANDUSKY,2010-08-02 00:00:00,11,1320.0
OH,SCIOTO,2008-06-27 00:00:00,2,998.0
OH,SENECA,2006-03-31 00:00:00,3,414.0
OH,SENECA,2006-04-27 00:00:00,9,4491.0
OH,SENECA,2006-06-14 00:00:00,2,998.0
OH,SENECA,2006-07-25 00:00:00,2,998.0
OH,SENECA,2009-01-23 00:00:00,2,144.2
OH,SENECA,2010-07-19 00:00:00,6,720.0
OH,SENECA,2010-08-02 00:00:00,6,720.0
OH,SENECA,2010-11-03 00:00:00,15,1800.0
OH,SENECA,2011-10-18 00:00:00,1,25000.0
OH,SENECA,2012-11-30 00:00:00,12,5988.0
OH,SENECA,2013-05-15 00:00:00,3,414.0
OH,SHELBY,2006-12-11 00:00:00,4,552.0
OH,SHELBY,2008-06-12 00:00:00,4,1996.0
OH,SHELBY,2009-01-23 00:00:00,1,499.0
OH,SHELBY,2010-01-28 00:00:00,1,41253.0
OH,SHELBY,2010-08-02 00:00:00,2,240.0
OH,SHELBY,2010-10-28 00:00:00,1,120.0
OH,SHELBY,2010-11-09 00:00:00,1,25000.0
OH,SHELBY,2010-12-15 00:00:00,1,120.0
OH,SHELBY,2011-04-01 00:00:00,1,499.0
OH,SHELBY,2012-08-03 00:00:00,1,120.0
OH,STARK,2006-05-30 00:00:00,25,12475.0
OH,STARK,2006-11-27 00:00:00,15,6041.0
OH,STARK,2006-12-04 00:00:00,5,1412.0
OH,STARK,2006-12-06 00:00:00,22,10978.0
OH,STARK,2006-12-11 00:00:00,20,9980.0
OH,STARK,2007-09-13 00:00:00,4,552.0
OH,STARK,2008-05-12 00:00:00,1,499.0
OH,STARK,2008-05-19 00:00:00,1,138.0
OH,STARK,2008-05-27 00:00:00,30,13165.0
OH,STARK,2008-06-26 00:00:00,1,244844.0
OH,STARK,2008-09-26 00:00:00,25,12475.0
OH,STARK,2009-05-06 00:00:00,2,998.0
OH,STARK,2009-09-21 00:00:00,2,276.0
OH,STARK,2010-08-02 00:00:00,22,2640.0
OH,STARK,2011-05-21 00:00:00,2,923.0
OH,STARK,2011-06-13 00:00:00,1,25000.0
OH,STARK,2011-08-17 00:00:00,1,84297.0
OH,STARK,2011-09-09 00:00:00,1,25000.0
OH,STARK,2011-10-24 00:00:00,1,47989.0
OH,STARK,2011-11-01 00:00:00,50,24950.0
OH,STARK,2011-11-02 00:00:00,6,17448.9
OH,STARK,2011-11-28 00:00:00,1,47989.0
OH,STARK,2011-12-12 00:00:00,5,2282.15
OH,STARK,2011-12-19 00:00:00,1,41253.0
OH,STARK,2011-12-29 00:00:00,5,53735.0
OH,STARK,2012-02-08 00:00:00,1,244844.0
OH,STARK,2012-02-17 00:00:00,1,47455.0
OH,STARK,2012-02-18 00:00:00,5,442.0
OH,STARK,2012-02-25 00:00:00,20,814.0
OH,STARK,2012-02-29 00:00:00,15,7485.0
OH,STARK,2012-03-15 00:00:00,1,84297.0
OH,STARK,2012-03-17 00:00:00,2,95978.0
OH,STARK,2012-03-23 00:00:00,1,47989.0
OH,STARK,2012-04-06 00:00:00,1,55500.0
OH,STARK,2012-04-13 00:00:00,9,1080.0
OH,STARK,2012-04-20 00:00:00,47,5802.0
OH,STARK,2012-04-21 00:00:00,10,0.0
OH,STARK,2012-05-10 00:00:00,1,55500.0
OH,STARK,2012-05-17 00:00:00,1,55500.0
OH,STARK,2012-05-21 00:00:00,1,47069.0
OH,STARK,2012-06-21 00:00:00,1,138.0
OH,STARK,2012-07-05 00:00:00,1,35000.0
OH,STARK,2013-02-14 00:00:00,6,2994.0
OH,STARK,2013-12-12 18:45:40,1,138.0
OH,STARK,2014-02-13 00:00:00,3,0.0
OH,SUMMIT,2006-03-08 00:00:00,48,23952.0
OH,SUMMIT,2006-04-11 00:00:00,6,1911.0
OH,SUMMIT,2006-05-01 00:00:00,6,2994.0
OH,SUMMIT,2006-09-01 00:00:00,12,5988.0
OH,SUMMIT,2006-11-28 00:00:00,4,1996.0
OH,SUMMIT,2006-12-04 00:00:00,6,2994.0
OH,SUMMIT,2006-12-06 00:00:00,5,2495.0
OH,SUMMIT,2006-12-07 00:00:00,2,998.0
OH,SUMMIT,2006-12-11 00:00:00,22,10978.0
OH,SUMMIT,2008-05-19 00:00:00,2,276.0
OH,SUMMIT,2008-05-23 00:00:00,30,14970.0
OH,SUMMIT,2008-07-28 00:00:00,5,2495.0
OH,SUMMIT,2008-10-07 00:00:00,4,1996.0
OH,SUMMIT,2009-01-23 00:00:00,12,931.0999999999999
OH,SUMMIT,2009-09-29 00:00:00,3,1497.0
OH,SUMMIT,2010-10-29 00:00:00,2,240.0
OH,SUMMIT,2010-12-15 00:00:00,9,1080.0
OH,SUMMIT,2012-11-08 00:00:00,4,480.0
OH,SUMMIT,2013-02-20 00:00:00,4,1996.0
OH,SUMMIT,2013-05-01 00:00:00,1,499.0
OH,SUMMIT,2013-06-14 00:00:00,3,120978.0
OH,TRUMBULL,2006-12-05 00:00:00,6,2994.0
OH,TRUMBULL,2006-12-06 00:00:00,4,1996.0
OH,TRUMBULL,2006-12-11 00:00:00,13,6487.0
OH,TRUMBULL,2008-04-25 00:00:00,9,4491.0
OH,TRUMBULL,2008-05-12 00:00:00,2,998.0
OH,TRUMBULL,2009-01-23 00:00:00,4,288.4
OH,TRUMBULL,2009-11-20 00:00:00,2,998.0
OH,TRUMBULL,2010-08-02 00:00:00,7,840.0
OH,TRUMBULL,2010-12-15 00:00:00,3,360.0
OH,TRUMBULL,2012-01-17 00:00:00,2,72069.0
OH,TRUMBULL,2012-01-23 00:00:00,7,0.0
OH,TRUMBULL,2012-04-20 00:00:00,15,1890.0
OH,TRUMBULL,2012-05-02 00:00:00,1,25000.0
OH,TRUMBULL,2012-12-05 00:00:00,1,32990.0
OH,TRUMBULL,2013-03-08 00:00:00,6,1911.0
OH,TRUMBULL,2013-08-28 00:00:00,45,67.88
OH,TRUMBULL,2013-09-10 00:00:00,12,923.0
OH,TUSCARAWAS,2006-12-04 00:00:00,1,138.0
OH,TUSCARAWAS,2006-12-07 00:00:00,9,3769.0
OH,TUSCARAWAS,2006-12-11 00:00:00,3,1497.0
OH,TUSCARAWAS,2006-12-12 00:00:00,2,998.0
OH,TUSCARAWAS,2007-11-19 00:00:00,1,1966.95
OH,TUSCARAWAS,2007-11-25 00:00:00,1,13571.95
OH,TUSCARAWAS,2007-12-03 00:00:00,1,2863.0
OH,TUSCARAWAS,2008-01-29 00:00:00,1,3032.0
OH,TUSCARAWAS,2008-04-11 00:00:00,3,1487.5
OH,TUSCARAWAS,2008-05-27 00:00:00,6,2994.0
OH,TUSCARAWAS,2008-06-27 00:00:00,2,276.0
OH,TUSCARAWAS,2008-12-14 00:00:00,3,19600.0
OH,TUSCARAWAS,2010-04-08 00:00:00,3,414.0
OH,TUSCARAWAS,2010-10-28 00:00:00,2,240.0
OH,TUSCARAWAS,2012-06-22 00:00:00,2,258.0
OH,UNION,2006-04-11 00:00:00,10,4990.0
OH,UNION,2006-12-06 00:00:00,2,998.0
OH,UNION,2008-05-23 00:00:00,4,1996.0
OH,UNION,2010-12-09 00:00:00,3,360.0
OH,UNION,2012-05-21 00:00:00,1,47069.0
OH,UNION,2012-06-12 00:00:00,1,44722.0
OH,UNION,2012-06-22 00:00:00,22,2640.0
OH,VINTON,2006-12-12 00:00:00,8,3992.0
OH,VINTON,2010-12-15 00:00:00,4,516.0
OH,WARREN,2006-01-11 00:00:00,2,998.0
OH,WARREN,2006-10-11 00:00:00,2,998.0
OH,WARREN,2006-12-04 00:00:00,6,1911.0
OH,WARREN,2006-12-05 00:00:00,6,1911.0
OH,WARREN,2006-12-06 00:00:00,3,1497.0
OH,WARREN,2006-12-11 00:00:00,22,10978.0
OH,WARREN,2007-03-28 00:00:00,2,998.0
OH,WARREN,2008-05-01 00:00:00,3,324.0
OH,WARREN,2010-01-22 00:00:00,4,552.0
OH,WARREN,2010-08-02 00:00:00,3,360.0
OH,WARREN,2010-12-14 00:00:00,4,480.0
OH,WASHINGTON,2006-12-06 00:00:00,12,3822.0
OH,WASHINGTON,2007-09-13 00:00:00,1,138.0
OH,WASHINGTON,2010-12-15 00:00:00,4,516.0
OH,WASHINGTON,2011-12-07 00:00:00,2,240.0
OH,WAYNE,2006-12-04 00:00:00,2,276.0
OH,WAYNE,2006-12-11 00:00:00,4,552.0
OH,WAYNE,2007-06-07 00:00:00,2,998.0
OH,WAYNE,2007-09-13 00:00:00,2,276.0
OH,WAYNE,2008-08-01 00:00:00,1,499.0
OH,WAYNE,2009-06-04 00:00:00,1,138.0
OH,WAYNE,2010-07-19 00:00:00,4,480.0
OH,WAYNE,2010-08-02 00:00:00,3,360.0
OH,WAYNE,2012-04-03 00:00:00,1,244844.0
OH,WAYNE,2012-06-21 00:00:00,4,498.0
OH,WILLIAMS,2006-12-04 00:00:00,6,1550.0
OH,WILLIAMS,2006-12-07 00:00:00,3,1136.0
OH,WILLIAMS,2006-12-11 00:00:00,2,998.0
OH,WILLIAMS,2008-05-12 00:00:00,2,998.0
OH,WILLIAMS,2010-10-28 00:00:00,4,480.0
OH,WILLIAMS,2011-08-15 00:00:00,50,178900.0
OH,WILLIAMS,2011-11-16 00:00:00,2,998.0
OH,WILLIAMS,2012-04-13 00:00:00,2,240.0
OH,WILLIAMS,2012-04-20 00:00:00,11,1320.0
OH,WILLIAMS,2012-06-22 00:00:00,5,600.0
OH,WOOD,2006-05-31 00:00:00,2,998.0
OH,WOOD,2006-12-06 00:00:00,3,1497.0
OH,WOOD,2006-12-07 00:00:00,6,2994.0
OH,WOOD,2006-12-08 00:00:00,3,1497.0
OH,WOOD,2006-12-11 00:00:00,3,1497.0
OH,WOOD,2009-04-10 00:00:00,5,360.5
OH,WOOD,2009-11-20 00:00:00,1,499.0
OH,WOOD,2010-08-02 00:00:00,2,240.0
OH,WOOD,2010-12-09 00:00:00,1,120.0
OH,WOOD,2012-06-21 00:00:00,20,9980.0
OH,WOOD,2012-07-17 00:00:00,13,5404.0
OH,WOOD,2012-12-18 00:00:00,1,47069.0
OH,WOOD,2013-05-15 00:00:00,1,47455.0
OH,WOOD,2013-09-13 00:00:00,1,658000.0
OH,WYANDOT,2006-12-04 00:00:00,10,1380.0
OH,WYANDOT,2008-09-04 00:00:00,2,240.0
OH,WYANDOT,2010-12-14 00:00:00,4,480.0
OH,WYANDOT,2011-11-04 00:00:00,1,47989.0
OK,ADAIR,2010-08-02 00:00:00,4,498.0
OK,ATOKA,2008-10-14 00:00:00,3,216.29999999999998
OK,BEAVER,2011-04-22 00:00:00,1,120.0
OK,BECKHAM,2014-02-13 00:00:00,1,733000.0
OK,BRYAN,2006-10-16 00:00:00,1,190817.0
OK,BRYAN,2011-03-01 00:00:00,1,150000.0
OK,BRYAN,2013-11-18 00:00:00,2,107017.0
OK,CADDO,2011-12-16 00:00:00,2,94941.0
OK,CADDO,2012-03-16 00:00:00,18,34.42
OK,CANADIAN,2007-02-05 00:00:00,29,14471.0
OK,CANADIAN,2010-08-02 00:00:00,7,840.0
OK,CANADIAN,2011-02-25 00:00:00,7,966.0
OK,CANADIAN,2011-04-22 00:00:00,4,480.0
OK,CANADIAN,2012-02-06 00:00:00,1,47069.0
OK,CANADIAN,2012-05-21 00:00:00,36,4320.0
OK,CANADIAN,2014-02-13 00:00:00,1,733000.0
OK,CARTER,2014-02-13 00:00:00,1,733000.0
OK,CHEROKEE,2008-10-14 00:00:00,3,1497.0
OK,CHEROKEE,2011-02-25 00:00:00,3,360.0
OK,CHEROKEE,2012-04-16 00:00:00,24,2916.0
OK,CHEROKEE,2014-01-15 00:00:00,1,59562.0
OK,CHEROKEE,2014-01-30 00:00:00,1,412000.0
OK,CIMARRON,2008-04-22 00:00:00,2,637.0
OK,CIMARRON,2010-08-02 00:00:00,1,120.0
OK,CLEVELAND,2008-04-22 00:00:00,11,5489.0
OK,CLEVELAND,2010-11-04 00:00:00,1,47989.0
OK,CLEVELAND,2011-06-22 00:00:00,19,2334.0
OK,CLEVELAND,2012-04-06 00:00:00,20,9980.0
OK,CLEVELAND,2012-07-31 00:00:00,4,1238.0
OK,CLEVELAND,2013-03-15 00:00:00,2,258.0
OK,CLEVELAND,2013-06-11 00:00:00,2,276.0
OK,CLEVELAND,2014-02-13 00:00:00,1,733000.0
OK,COAL,2012-04-20 00:00:00,3,1497.0
OK,COMANCHE,2006-07-05 00:00:00,2,276.0
OK,COMANCHE,2010-08-02 00:00:00,1,138.0
OK,COMANCHE,2010-08-03 00:00:00,1,120.0
OK,COMANCHE,2011-11-02 00:00:00,4,824.0
OK,COMANCHE,2011-12-16 00:00:00,1,25000.0
OK,COMANCHE,2012-01-09 00:00:00,2,82506.0
OK,COMANCHE,2012-01-11 00:00:00,2,50000.0
OK,COMANCHE,2012-01-25 00:00:00,1,25000.0
OK,COMANCHE,2012-02-06 00:00:00,1,25000.0
OK,COMANCHE,2012-03-28 00:00:00,1,47069.0
OK,COMANCHE,2012-03-30 00:00:00,2,50000.0
OK,COMANCHE,2012-05-16 00:00:00,2,258.0
OK,COMANCHE,2013-04-18 00:00:00,1,120.0
OK,COMANCHE,2013-10-22 00:00:00,1,39052.0
OK,COMANCHE,2013-12-12 00:00:00,1,15561.0
OK,COMANCHE,2014-04-09 00:00:00,1,47455.0
OK,COMANCHE,2014-04-22 00:00:00,1,733000.0
OK,CRAIG,2010-12-15 00:00:00,2,240.0
OK,CRAIG,2011-12-09 00:00:00,15,1890.0
OK,CRAIG,2012-01-11 00:00:00,2,84163.0
OK,CRAIG,2012-05-21 00:00:00,11,1320.0
OK,CREEK,2010-08-02 00:00:00,2,240.0
OK,CREEK,2011-02-25 00:00:00,1,120.0
OK,CREEK,2011-04-16 00:00:00,3,360.0
OK,CREEK,2011-11-02 00:00:00,2,412.0
OK,CREEK,2012-04-18 00:00:00,1,138.0
OK,CREEK,2012-05-04 00:00:00,2,82506.0
OK,CREEK,2013-01-22 00:00:00,13,6487.0
OK,CREEK,2013-04-18 00:00:00,3,396.0
OK,CREEK,2013-06-11 00:00:00,4,480.0
OK,CUSTER,2010-08-02 00:00:00,8,768.4
OK,CUSTER,2014-02-13 00:00:00,1,733000.0
OK,CUSTER,2014-03-25 00:00:00,1,55500.0
OK,DELAWARE,2012-01-03 00:00:00,1,25000.0
OK,DEWEY,2011-03-12 00:00:00,2,50000.0
OK,ELLIS,2010-12-15 00:00:00,1,120.0
OK,ELLIS,2011-04-22 00:00:00,1,138.0
OK,ELLIS,2013-02-14 00:00:00,7,876.0
OK,GARFIELD,2010-08-02 00:00:00,4,480.0
OK,GARFIELD,2012-04-13 00:00:00,9,1134.0
OK,GARFIELD,2012-04-16 00:00:00,15,7485.0
OK,GARFIELD,2013-12-30 00:00:00,1,39052.0
OK,GARVIN,2012-05-07 00:00:00,1,41253.0
OK,GRADY,2011-11-02 00:00:00,6,1236.0
OK,GRADY,2013-01-18 00:00:00,4,1996.0
OK,GRADY,2013-02-05 00:00:00,1,25000.0
OK,GRADY,2013-04-18 00:00:00,10,1200.0
OK,GRADY,2013-11-26 00:00:00,1,47989.0
OK,GRADY,2014-03-06 00:00:00,1,733000.0
OK,GRANT,2013-04-18 00:00:00,6,774.0
OK,HUGHES,2013-04-26 00:00:00,1,25000.0
OK,JACKSON,2007-02-08 00:00:00,8,960.0
OK,JACKSON,2013-09-04 00:00:00,1,658000.0
OK,JEFFERSON,2013-05-15 00:00:00,1,41253.0
OK,JOHNSTON,2011-11-02 00:00:00,2,412.0
OK,JOHNSTON,2011-12-08 00:00:00,1,120.0
OK,LATIMER,2011-03-14 00:00:00,2,637.0
OK,LE FLORE,2010-12-15 00:00:00,1,120.0
OK,LE FLORE,2012-04-20 00:00:00,5,2495.0
OK,LE FLORE,2012-05-22 00:00:00,6,2272.0
OK,LE FLORE,2013-01-16 00:00:00,2,998.0
OK,LE FLORE,2013-03-15 00:00:00,2,998.0
OK,LE FLORE,2013-04-18 00:00:00,2,637.0
OK,LINCOLN,2010-08-02 00:00:00,2,240.0
OK,LINCOLN,2010-12-30 00:00:00,7,840.0
OK,LINCOLN,2011-04-16 00:00:00,1,120.0
OK,LINCOLN,2011-12-19 00:00:00,1,41253.0
OK,LINCOLN,2012-01-11 00:00:00,2,94138.0
OK,LINCOLN,2012-04-13 00:00:00,5,600.0
OK,LINCOLN,2012-08-15 00:00:00,2,276.0
OK,LOGAN,2012-04-16 00:00:00,21,2520.0
OK,LOGAN,2012-05-21 00:00:00,6,828.0
OK,LOGAN,2014-03-03 00:00:00,1,733000.0
OK,MAJOR,2010-12-15 00:00:00,1,120.0
OK,MAJOR,2011-12-28 00:00:00,4,480.0
OK,MAYES,2011-11-30 00:00:00,1,55500.0
OK,MAYES,2012-05-08 00:00:00,4,1996.0
OK,MCCLAIN,2006-08-15 00:00:00,1,206.0
OK,MCCLAIN,2011-10-24 00:00:00,1,25000.0
OK,MCCLAIN,2011-11-02 00:00:00,4,824.0
OK,MCCLAIN,2011-12-16 00:00:00,2,66253.0
OK,MCCURTAIN,2009-08-04 00:00:00,4,20591.76
OK,MCCURTAIN,2009-10-16 00:00:00,1,0.0
OK,MCCURTAIN,2009-11-18 00:00:00,1,4615.0
OK,MCCURTAIN,2010-02-11 00:00:00,4,0.0
OK,MCCURTAIN,2010-12-15 00:00:00,4,480.0
OK,MCCURTAIN,2012-04-13 00:00:00,14,1680.0
OK,MCCURTAIN,2014-01-29 12:59:59,1,120.0
OK,MCCURTAIN,2014-01-31 15:46:34,1,120.0
OK,MURRAY,2012-08-23 00:00:00,9,1080.0
OK,MUSKOGEE,2006-08-15 00:00:00,1,206.0
OK,MUSKOGEE,2012-03-30 00:00:00,2,637.0
OK,MUSKOGEE,2012-04-16 00:00:00,91,10920.0
OK,MUSKOGEE,2013-07-11 00:00:00,1,25000.0
OK,MUSKOGEE,2013-07-31 00:00:00,1,44722.0
OK,MUSKOGEE,2013-09-10 00:00:00,1,658000.0
OK,MUSKOGEE,2014-02-19 00:00:00,3,142899.0
OK,NOBLE,2012-04-13 00:00:00,3,1497.0
OK,OKFUSKEE,2012-04-13 00:00:00,5,600.0
OK,OKLAHOMA,2006-08-15 00:00:00,1,206.0
OK,OKLAHOMA,2006-08-18 00:00:00,1,190817.0
OK,OKLAHOMA,2006-10-16 00:00:00,1,190817.0
OK,OKLAHOMA,2006-11-14 00:00:00,1,190817.0
OK,OKLAHOMA,2006-11-30 00:00:00,1,92290.0
OK,OKLAHOMA,2008-02-07 00:00:00,2,144.2
OK,OKLAHOMA,2008-04-29 00:00:00,1,190817.0
OK,OKLAHOMA,2008-05-22 00:00:00,2,998.0
OK,OKLAHOMA,2008-10-03 00:00:00,1,200000.0
OK,OKLAHOMA,2009-07-16 00:00:00,1,922704.0
OK,OKLAHOMA,2010-11-03 00:00:00,2,95978.0
OK,OKLAHOMA,2011-08-22 00:00:00,2,50000.0
OK,OKLAHOMA,2011-11-02 00:00:00,8,1648.0
OK,OKLAHOMA,2012-01-11 00:00:00,1,47069.0
OK,OKLAHOMA,2012-04-13 00:00:00,4,516.0
OK,OKLAHOMA,2012-06-06 00:00:00,61,92330.17
OK,OKLAHOMA,2012-08-14 00:00:00,17,2148.0
OK,OKLAHOMA,2012-08-16 00:00:00,158,18960.0
OK,OKLAHOMA,2012-08-18 00:00:00,6,826.0
OK,OKLAHOMA,2012-10-01 00:00:00,11,2593.01
OK,OKLAHOMA,2012-10-18 00:00:00,5,10427.1
OK,OKLAHOMA,2012-11-10 00:00:00,30,826.0
OK,OKLAHOMA,2012-12-27 00:00:00,4,0.93
OK,OKLAHOMA,2013-01-02 00:00:00,2,95978.0
OK,OKLAHOMA,2013-01-28 00:00:00,33,15745.0
OK,OKLAHOMA,2013-03-20 00:00:00,30,0.0
OK,OKLAHOMA,2013-04-05 00:00:00,5,5638.0
OK,OKLAHOMA,2013-04-11 00:00:00,167,85.66
OK,OKLAHOMA,2013-04-18 00:00:00,4,552.0
OK,OKLAHOMA,2013-04-24 00:00:00,2,1253.96
OK,OKLAHOMA,2013-05-08 00:00:00,80,106.92
OK,OKLAHOMA,2013-05-15 00:00:00,4,2320.0
OK,OKLAHOMA,2013-05-21 00:00:00,13,0.0
OK,OKLAHOMA,2013-06-04 00:00:00,2,109958.4
